Date,ADM,BF.B,BG,CAG,CHD,CL,CLX,COST,CPB,DG,DLTR,EL,GIS,HRL,HSY,K,KDP,KHC,KMB,KO,KR,KVUE,LW,MDLZ,MKC,MNST,MO,PEP,PG,PM,SJM,STZ,SYY,TAP,TGT,TSN,WMT
2021-08-09,52.59796905517578,,67.607177734375,25.94416618347168,79.25664520263672,69.5372085571289,139.90676879882812,417.42144775390625,34.96495056152344,217.36175537109375,98.33999633789062,302.8143005371094,48.00497055053711,38.69473648071289,157.7867431640625,,30.149993896484375,29.12384796142578,110.8681411743164,48.86109161376953,38.00734329223633,,58.854331970214844,54.32188415527344,74.71533966064453,49.23500061035156,32.261558532714844,131.74734497070312,125.04083251953125,78.52960968017578,108.64832305908203,199.42178344726562,64.34445190429688,42.00322723388672,225.50967407226562,66.156494140625,45.52626037597656
2021-08-10,53.33621597290039,,68.74343872070312,26.139822006225586,79.25664520263672,69.88337707519531,139.89828491210938,419.8474426269531,34.899269104003906,219.05372619628906,101.41999816894531,303.9737548828125,48.120147705078125,38.55140686035156,158.21994018554688,,30.149993896484375,29.248737335205078,110.5708236694336,48.9904670715332,38.456809997558594,,59.85960388183594,54.33940124511719,75.1973876953125,49.39500045776367,32.68962097167969,131.81556701660156,125.11994934082031,79.13123321533203,109.48206329345703,200.2206268310547,68.54064178466797,43.5866584777832,226.9362335205078,68.0821304321289,46.49569320678711
2021-08-11,53.41438293457031,,69.25911712646484,26.46070098876953,79.36972045898438,70.21180725097656,141.3240509033203,421.05096435546875,35.1619873046875,218.85142517089844,102.31999969482422,303.8532409667969,48.58086013793945,38.55140686035156,157.96353149414062,,30.404388427734375,29.48291778564453,110.81857299804688,48.930084228515625,38.654571533203125,,60.4079475402832,54.71603012084961,76.30430603027344,49.36000061035156,32.73039627075195,132.3362579345703,125.42774963378906,78.9729232788086,110.56847381591797,195.94186401367188,68.47055053710938,44.31024932861328,226.0253143310547,68.6213150024414,46.91162109375
2021-08-12,53.69230651855469,,69.12801361083984,26.280691146850586,79.4356460571289,69.93663024902344,141.5277557373047,422.05548095703125,34.96495056152344,217.26980590820312,101.44000244140625,303.101806640625,48.49858856201172,38.273155212402344,157.05291748046875,,30.17630386352539,29.16287612915039,110.89289093017578,49.02496337890625,38.519065856933594,,59.960140228271484,54.64595413208008,76.48282623291016,48.810001373291016,32.6964225769043,132.36187744140625,125.71798706054688,79.17084503173828,111.09457397460938,194.60128784179688,69.01368713378906,42.88007736206055,225.05421447753906,68.50149536132812,46.786067962646484
2021-08-13,54.1960563659668,,69.19795227050781,26.648523330688477,80.41172790527344,70.51361083984375,142.9620361328125,424.3868408203125,35.449310302734375,217.71116638183594,101.7699966430664,302.9349060058594,49.23080062866211,38.787498474121094,158.6089324951172,,30.220182418823242,29.56097412109375,112.70973205566406,49.3613395690918,38.67264938354492,,60.76435852050781,55.49555969238281,77.3754653930664,49.060001373291016,33.02256774902344,133.5995330810547,126.32478332519531,80.42160034179688,112.58806610107422,196.16220092773438,69.59188079833984,43.02478790283203,224.76202392578125,70.1019058227539,46.93359375
2021-08-16,54.43924331665039,,69.55630493164062,26.585918426513672,81.46058654785156,70.81539154052734,144.18411254882812,429.1629943847656,35.66276931762695,218.7042694091797,102.29000091552734,304.21484375,49.469383239746094,39.04888916015625,160.1649932861328,,30.816679000854492,29.67025375366211,114.43572998046875,49.57697677612305,39.25080108642578,,60.7277946472168,55.78459930419922,78.00033569335938,49.209999084472656,32.8798713684082,134.90548706054688,127.20428466796875,81.05490112304688,113.36876678466797,196.53868103027344,69.49549865722656,42.888587951660156,226.14561462402344,69.4172134399414,47.316524505615234
2021-08-17,53.705345153808594,,68.88328552246094,26.664180755615234,81.81967163085938,71.03728485107422,145.3129119873047,428.67022705078125,36.04042053222656,212.9111785888672,100.4800033569336,299.22467041015625,50.0699577331543,39.748748779296875,161.0225830078125,,30.395614624023438,29.59220314025879,114.97251892089844,49.40446853637695,41.0484619140625,,60.35310363769531,56.108680725097656,78.41098022460938,48.7599983215332,32.99539566040039,134.77745056152344,127.41533660888672,81.14198303222656,115.07438659667969,195.85919189453125,68.9173355102539,42.275638580322266,219.59194946289062,69.11769104003906,47.300819396972656
2021-08-18,53.20735549926758,,67.93739318847656,26.030250549316406,80.08103942871094,69.37744903564453,142.95355224609375,422.86102294921875,35.12092971801758,213.00311279296875,101.43000030517578,295.9597473144531,48.77009201049805,38.96457290649414,158.70620727539062,,30.158763885498047,28.84283447265625,112.82534790039062,48.73171615600586,41.78921890258789,,60.45363235473633,55.15396499633789,77.07198333740234,47.93000030517578,32.764366149902344,133.39466857910156,126.02580261230469,79.91497039794922,111.74799346923828,196.88758850097656,67.40180206298828,41.61162185668945,213.49525451660156,68.59561157226562,46.798622131347656
2021-08-19,51.82691955566406,,65.5264663696289,26.249385833740234,81.63068389892578,70.0964126586914,145.2110595703125,430.4897766113281,35.46574783325195,213.76634216308594,101.05999755859375,303.6768493652344,49.469383239746094,39.15850830078125,160.16433715820312,,30.60614585876465,28.749162673950195,114.71652221679688,49.042213439941406,41.491119384765625,,60.069801330566406,55.775840759277344,78.08960723876953,48.59000015258789,32.7779541015625,135.6395721435547,127.5121078491211,80.28702545166016,112.33348846435547,196.382568359375,66.18411254882812,40.90504837036133,211.62399291992188,68.71544647216797,47.11562728881836
2021-08-20,51.49492645263672,,64.7785415649414,26.398088455200195,81.28106689453125,69.94551849365234,144.32843017578125,434.9722595214844,35.53141403198242,215.89053344726562,102.66999816894531,306.2554931640625,49.6092414855957,39.065765380859375,159.96885681152344,,30.544740676879883,28.56962013244629,114.15492248535156,48.852455139160156,42.403499603271484,,59.47576904296875,55.609432220458984,78.16100311279297,48.369998931884766,32.934234619140625,135.1615447998047,127.60002899169922,80.28702545166016,111.40009307861328,196.336669921875,67.27039337158203,40.683712005615234,218.51400756835938,68.41590118408203,47.53622055053711
2021-08-23,51.818199157714844,,65.86962127685547,26.257211685180664,80.2416763305664,69.57270050048828,142.7498321533203,431.1247253417969,34.90748596191406,215.76177978515625,103.51000213623047,311.9227600097656,49.03335189819336,38.77906799316406,158.83148193359375,,30.728954315185547,28.600847244262695,113.53556060791016,48.679962158203125,42.22282791137695,,60.43535232543945,55.267826080322266,77.42010498046875,48.375,32.94103240966797,134.7347869873047,126.94922637939453,79.83578491210938,110.39877319335938,198.33831787109375,67.94493103027344,40.88801956176758,217.7637939453125,68.06500244140625,47.22236251831055
2021-08-24,52.080299377441406,,66.46794891357422,25.905029296875,78.55973052978516,68.9424819946289,141.4683380126953,428.14898681640625,34.49700164794922,214.02381896972656,105.20999908447266,313.13787841796875,48.06254959106445,38.264713287353516,156.5123291015625,,30.676319122314453,28.530595779418945,112.14817810058594,48.30907440185547,41.32851791381836,,60.89229202270508,54.52333068847656,76.66133117675781,48.314998626708984,32.75757598876953,133.0618133544922,125.92028045654297,79.66163635253906,107.94640350341797,199.0912322998047,68.72460174560547,41.245567321777344,216.14260864257812,67.71410369873047,46.73583984375
2021-08-25,52.68313980102539,,67.1982650756836,25.717199325561523,77.82270050048828,68.92472839355469,139.8897705078125,427.6182861328125,33.74992370605469,215.8537139892578,106.31999969482422,311.0229797363281,47.84865188598633,38.239410400390625,156.03248596191406,,30.632461547851562,28.686717987060547,112.08212280273438,48.360836029052734,41.37368392944336,,60.398799896240234,54.19050598144531,76.37569427490234,48.564998626708984,33.056541442871094,132.4728546142578,125.47177124023438,80.14453125,108.00579833984375,197.39259338378906,69.33782196044922,40.785865783691406,216.5737762451172,67.36321258544922,46.75468063354492
2021-08-26,52.19388198852539,,66.25676727294922,25.693723678588867,77.84159851074219,68.62291717529297,140.03404235839844,425.7987365722656,33.19166946411133,207.72496032714844,93.4800033569336,312.1082763671875,47.14112091064453,37.64073181152344,155.59710693359375,,30.676319122314453,28.155914306640625,112.58586883544922,47.90370178222656,40.80455780029297,,58.95486831665039,53.81386947631836,75.81332397460938,48.41999816894531,33.12449264526367,131.98631286621094,125.25187683105469,80.1524429321289,105.15461730957031,196.8141326904297,69.22393798828125,40.155906677246094,214.6852569580078,66.84113311767578,46.24934768676758
2021-08-27,52.919044494628906,,67.85822296142578,25.865901947021484,78.15341186523438,68.73833465576172,139.91522216796875,426.7749328613281,33.988006591796875,207.12728881835938,90.88999938964844,316.12451171875,47.49488067626953,37.8768310546875,156.05914306640625,,30.816679000854492,28.39789581298828,112.60240936279297,47.99857711791992,41.09363555908203,,59.9144287109375,54.208011627197266,76.07218933105469,48.665000915527344,33.65447235107422,132.2509307861328,125.1551513671875,80.82534790039062,104.85761260986328,195.04200744628906,70.30146026611328,40.738990783691406,214.87498474121094,67.19202423095703,45.98881912231445
2021-08-30,52.48219299316406,,66.63513946533203,25.537195205688477,78.95658111572266,68.92472839355469,141.5956268310547,432.0723571777344,33.626773834228516,207.2283935546875,90.93000030517578,319.08795166015625,47.37147521972656,38.18882751464844,156.85887145996094,,30.930709838867188,28.1949405670166,112.92446899414062,48.45571517944336,41.73502731323242,,58.80863571166992,54.44450378417969,76.27751159667969,48.904998779296875,33.76999282836914,133.1557159423828,125.70038604736328,81.59322357177734,103.76294708251953,194.4635467529297,69.1976547241211,40.07871627807617,215.03018188476562,66.90960693359375,46.359195709228516
